,Comments,Emotion
2713,3 capitals ?? what ??,Negative
2714,andhra pradesh administration is very worsted no development no company factory etc andhra prasad students employ and going other but why because no development,Negative
2715,"after the demise of ysr andhrapradesh is bifurcated against the wish of the people of <a href=""http://a p now/"">a p now</a> the present government decision of three capitals is of no use development is at stake the state is left to the dogs only fighting for unnecessary things let the capital issue be resolved by supreme court's verdict and elections 2024",Negative
2716,we need 3 capitals former cm mr chandrababu naidu gave all lands to his caste people at amaravathi before making it as capital knowing that it is going to be capital and now the land rates are very high cbn cheated all ap peole he is a fraudster,Negative
2717,if this dude wants 3 capitals tell him there should be 3 cms with equal power aswell decentralisation of power,Negative
2718,moronic politician playing with people's lives he clearly don't want to build that cos it was the pet project of the old guy why do people elect these idiots!?,Negative
2719,tughlaq jagan = jaglak,Negative
2720,"how did they ""revive"" the 3 nonsense after court ordered them to build amaravathi!?",Negative
2721,"""decentralisation and inclusive"" translation: makings people's life miserable while keeping the establishment secure",Negative
2722,ap state is critical state where there is possibility to generate revenue to country and state if vizag is capital it's good for ap if we invest 2l to 10l crores one location poor will suffer one capital vizag other two region's as supporting capitals people sentiment is strong three capital congress has gone out from roots when went against people sentiment of ap same thing will happen to tdp,Negative
2723,cbn doing real estate for amaravathi land he is cheated farmers and doing their own business for own people that is the reason cbn defeat 2019 election in ap and especially in capital area also,Negative
2724,jagan is right andhra need 3 capitals,Negative
2725,so ap will become southafrica soon ?,Positive
2726,we have seen mental retartrd people in mental hospital but here it is different,Positive
2727,make every district headquarter a capital problem solved andhrapradesh will have 13 capitals so that decentralisation will be achieved,Negative
2728,we don't want to loose one more capital city like hyderabad so better do decentralisation and need *3 capitals*,Positive
2729,ap does not need 3 capitals if ycp does not know how develop the state without 3 capitals should dissolve the assembly and watch other people developing app with 1 capital,Negative
2730,capital less ap,Neutral
2731,andhra cm is a sadst by birth so he gets such wild ideas and he want to split people,Negative
2732,three capitals should be implemented,Positive
2733,it's just foolish act by this corrupt cm he just wanted to please all 3 regions ppl for votes he is just an corrupt politician who just want to work for ppl votes but not for development,Negative
2734,chandra babu naidu taken wrong decision it was blunder to collect farm land to construct international standards capital in farming land is not viable ap is deficit budget it is not possible and centralised development is not good for the state,Negative
2735,look at the history of ap guys 1953 came out from madaras without capital at that time chennai is a developed cityand it gone to tamilnadu and that time desided kurnool is capital for ap after that 1956 telangana and andhrapradesh merged and hyderabad become capital then in 2014 again ap devided telangana and andhrapradesh then again no capital to andhrapradesh 1 amaravathi is at kosta andhra if again kosta andhra movement started rayalseema loose everything that's why they are planning parallel development,Negative
2736,because ap have mr tugklak as c m,Negative
2737,fyi people who are protesting are not farmers those people are tdp paid artist if those people are real farmers why the protest is stopped in middle high court has given permission for 600 farmers (list was given by amaravathi jac) but where are those 600 members hence proved it's a fake prorest,Negative
2738,he is dangerous idiot,Negative
2739,3 region wants to 3 capitals no more madras & hyderabad only 25 villagers & real estate crocodiles want amaravati just one year before tdp lost vijayawada & guntur municipal elections amaravati situated above 2 cities 2024 ysrcp score big more then 160 out of 175,Negative
2740,amaravati is a cast based capital 86% of lands belongs to the cbn casts people for development of amaravati govt should spend lacks of crores while coming to vizag it's already well situated city where govt can able to invest less money to become ap capital in less possible time,Neutral
2741,south africa is a country and andhra pradesh is a small state in india we should not compare both there is no need of 3 capitals instead govt can decentralize the development like rayalaseema:- automobile and industrial development zone amaravati:- administration and i t visakhapatnam:- logistics medical and tourism development zone andhra pradesh has very good resources instead of spoiling them governments should utilize them in a wise way,Neutral
2742,"it is ysr "" cheap "" party and its present a p state govt ? not a p !",Negative
2743,andhra pradesh is not pursuing 3 capitals the present cm is pursuing it peoples were not at all interested but also opposing it,Negative
2744,capital can be only where administration would work from and where the cm sits and clearly that's vizag mere having high court in kurnool would not make kurnool a judicial capital however you can have names as legislative and judicial capital as there is nothing legally wrong in it and it's the prerogative of the government that being said vizag always deserved to be the capital right from the time the state got divided a lot of states in india have high court and legislative assembly in different cities the concept of decentralized development is a perfect idea and government needs to focus on attracting investments and building social infrastructure across the state and not just only develop vizag which is already developed,Neutral
2745,if these 3 capital statement by chandra babu everyone will say brilliant idea unfortunately this jagan,Negative
2746,don't keep heading andhra pradesh wants 3 capitals only ycp party leaders want 3 capital's,Negative
2747,the moment ys jagan bend infront of bjp politics i lost all respect to jagan he's incapable of getting special status to andhra,Negative
2748,playing 3 capitals game for not start even one capital (time pass 5 years ),Negative
2749,jagan can make properties at every captial he is unfit for cm candidate,Positive
2750,jagan is nothing but a fool there is no development happening in andhra,Negative
2751,ycp is worst government they can’t do anything that’s why they are bringing 3 capitals and doing time-pass fake cm fake government in ap,Negative
2752,our waste cm is just wasting time by bringing these bills and taking back again proposing the same bills he dont know how to build or development he only knows is changing names of the existing institutions and painting existing building with their party colors and demolishing some he is the best destructive cm we have ever seen,Negative
2753,he just giving money to people by free schemes but there is no industrial development or income generation just imposing taxes and increasing prices in all sectors he is not responsible for what is he doing by raising debt a true leader think about people's upcoming 3 genaration but he is just focusing on increasing in currupt money,Negative
2754,the answer is simple : to cheat and deceive the people of andhra pradesh one who doesn't know about ruling of mohd bin tuglak they can see such ruling alive here more over the interesting part is such ruling and such acts are supported by central government god save ap,Negative
2755,our thuglak didn't bring even one company rip for those people who believe thuglak reddy can develop 3 capitals,Negative
2756,worst cm i ever seen,Negative
2757,to stop another division only option is decentralisation to save public money also it's impossible to construct city in desert real estate mafia of cbn did this,Negative
2758,yellow media is more dangerous than today's andhra jyoti,Negative
2759,very corrupted politicians we have people are sick,Negative
2760,we support 3 capitals we can't trust cbn again and again,Negative
2761,amaravati is perfect place to build a capital city because amaravati is centre point of the state so it is easy and convenient to all districts in ap and also amaravati is become equal to metropolitan cities because amaravati is in middle of 2 big cities vijayawada & guntur 3 capitals decision is not correct because there is no enough money at state budget,Positive
2762,jagan mohan reddy worst cm in india,Negative
2763,jagan mohan reddy 420 cm,Positive
2764,amaravati is only the capital of andhra pradesh,Negative
2765,amaravati is perfect place to build a captain city,Positive
2766,jagan reddy is just playing a game this 5 years he is lotting next year again same story,Positive
2767,need capital in my village also so that my village also develop according to jagan gov logic,Positive
2768,"<a href=""http://www youtube com/results?search_query=%23apthanos"">#apthanos</a> knows how to destroy not to build",Negative
2769,amaravathi is development of one caste people and babu bhinamies 3capitals are development for all 3regions of andhrapradesh,Positive
2771,because ap’s don’t know the meaning of capital,Negative
2772,the idea behind this proposal isn't bad i e decentralisation and inclusive development of all however three capitals for a single state is too much i feel according to me it would be better if andhra builds 2 capitals-summer and winter capital like j&k himachal pradesh and uttarakhand,Positive
2773,few days later in ap and telangana each mla will want to form their own state corruption is at peaks in ap and telangana politician must be held in court and must be made accountable for every paisa they have spent on projects,Negative
2774,from the time jagan became cm there is no development in andhra pradesh roads are in bad condition and they are not working to fix that they are just giving money to all without doing any development,Negative
2775,i think ycp did not get any benefits from amaravathi than tdp so there is no use to develop capital,Neutral
2776,it's people fault first by giving such many seats to one party atleast next time they should behave wisely and by seeing recent news and events between the three regions in andhra we can soon expect andhra divided into three states and we are seeing slowly started telangana kind of movements here all credit goes to our current cm we did not expected this from this young cm finally if we have to see him again next time we need not to see the news/plan our future in andhra,Negative
2777,idiots financed development of hyderabad with both and andhra and telagana money and now we are left with no capital our tax money went into hyderabad and now when the state is divided we are left with no judicial executive nor legislative buildings just because all three wings were in hyderabad its better to not repeat that mistake,Negative
2778,i agree with 3 capitals for andhra pradesh because the development will be equal in all regions,Positive
2779,modern thuglaq jagan reddy,Positive
2780,"either amaravati is a foolish project or a selfish one i am against any govt doing such foolish projects the issue here is given 25- 50 years of time any established city in andhra will develop similar to (or infact much better than) amaravati this is because those cities need not be built from scratch amaravati takes more time than any other city in andhra this is a poor investment and only ""govt"" can take such poor decisions when a cheaper alternative is there why should the govt go for an expensive one chandigarh took 50 years to reach a population of 9lacs when you have one big city like vizag it is only logical and sensible to develop it to build on it instead of foolishly starting a new one from scratch any other established city will also serve as a capital for the next 100 years its not that only amaravati will be able do that govt should not involve in such things and they should never be allowed to have agreements such as crda its wrong and immoral the capital is built for the state and not for the 29 villages so the govt to promise the people in 29 villages a capital in exchange for land is ridiculous this agreement is in violation of public interest   if cbn really wanted to build a capital he would have constructed secratariat high court and other essentials in the govt land first and then he would have focused on real estate deals but he did the opposite and and govt should never be allowed to make such huge irresponsible deals with any section of society he was foucsed on lands first which lead to the failure of this project the fact that amaravati project is in such a state now is proof that any thing that govt touches is bound to fail   real estate developers will take land from us and say they will build an apartment and give us some flats in it how is the crda agreement different from it? its not never heard of any such agreement made by any govt the govt is not giving their personal money to do such type of agreements with any section of people in future any govt can do such type of deals with anybody and who's to stop it   naya raipur is a failure chandigarh took it almost 50 years to reach a popoulation of 9 lakhs the issue here is given 25- 50 years of time any established city in andhra will develop similar to (or infact much better than) amaravati this is because those cities need not be built from scratch amaravati takes more time than any other city in andhra this is a poor investment and only ""govt"" can take such poor decisions so not only this project is time taking but the returns on it also take a long time when compared to other cities like vizag or even vijayawada thus this project is a failed project all the lands in amaravati are under govt so one has to go through more beaurocracy to obtain land",Negative
2781,jagan reddy was worst cm never ever in indian history most corrupted political leader in entire world,Negative
2782,chandrababu naidu should have made vishakapatnam capital without any amaravati fuss in beginning itself,Positive
2783,nobody from visakhapatnam wants it to be the capital of the state only the ruling party wants to make it the capital already amaravati has been developed with capital in mind few lakhs of acres agriculture land had been procured now it will all be wasted centre should interfere in this matter,Negative
2784,that reddy cm cannot build even a bus stand not to worry,Negative
2785,people make fun of government but they don't see the attitude of amaravati people if by chance amaravati develops as a world class capital what guarantee do the rayalaseema people have that they won't be thrown out of city just like hyderabad,Positive
2786,he is brainless criminal destroyed worst cm in whole indian history,Negative
2787,because of bad politics,Negative
2788,420 cm things,Positive
2789,3 capitals? it's very bad idea,Negative
2790,one state one capital,Negative
2791,i think capital should be in vizag because it is already developed if we make capital as amaravathi it will take years of time and it requires huge money,Positive
2792,all games for real estate no party or leader cares for ap development,Negative
2793,jagan fooling the public nothing done for vizag or kurnool so far in addition damaged completely of existing capital amaravati he is just chutahai bana raha hai public ko,Negative
2794,jagan don’t know how to develop state and don’t know how to get special status for state created big issue by saying 3 capitals assuming people will be busy in arguing,Negative
2795,do they want to develop a capital or not ?,Negative
2796,jagan mohan reddy is modern version of muhammad bin tughlaq,Positive
2797,because ap leader's are increased,Positive
2798,why cm jagan was not proposed 3 capitals when he was in opposition,Negative
2799,three capitals? why do we need it?,Positive
2800,they are not amaravathi farmers they are tdp paid artists they are tdp party big shots they are not farmers first you should know about them in ground level and do video stop this nonsense,Negative
2801,amaravati ice rite,Positive
2802,shhh good idea,Positive
2803,jai andhra pradesh jai amravati,Positive
2804,waste ycp jaglak,Negative
2805,ap has shown to the world actually we don't need any state capital is not the govt working without a capital from 2014 ie for the last 8 years? now what is the need at this stage? why can't the present system continue as it saves thousands of crores ! let cm work from wherever he likes !!,Negative
2806,madness rules in ap,Positive
2807,the people of ap are totally in a bewildered situation because of honourble cm ys jagan reddy,Negative
2808,nd complecated to be pass,Negative
2809,this is enough just think if every state demand three capitals already wb in pending and ap ongoing uttarakhand hv a reson to make a 2 capital other hv no enough reason 2 create,Negative
2810,andhra pradesh don't want 3 capitals only jagan wants please don't say people want 3 capitals,Negative
2811,india is secular state but following hindu rituals only for laying foundation stone for any development project,Neutral
2812,actually here some many mind less fellows are commenting they are not using their brains properly this is the game play with people current government and mindless people's are listening his way past 3 years what is the development done current government he following only disruption thought even educated person also this his way on trap even this government won't repair roads since past 3 years road are looking like big pools what he doing development in ap they barrow money with high interest from any where they providing fee bees he is not thinking stae development,Negative
2814,he is just trying to hype 3 cities land prices their party folks are now looting the lands,Negative
2815,andhra people dont want 3 capitals it is jagan reddy and his mafia wants 3 capitals the main reasons why they want 3 capitals 1 vizag is natural development city and it has many industries under jagan reddy's fathers ruling jagan reddy grabbed 15 000 acrese lands illegally by promoting vizag he can increase the base value so it is benefit situation for him 2 after he became cm of andhra he grabbed occupied around 50000 acres in vizag 3 by killing amaravathi the 33 000 acres of farmers lands are open for sale and those will be grabbed by ys jagan reddy and his mafia 4 around vizag lot os boxite mined exists and jagan reddy illegally looting this term itself he looted 15 000 crores all these factors helping him to capture lands and looting mines that is the reason he wants vizag as capital though he is saying it is 3 capitals but in reality he wants only vizag as capital and xerox center will be allocated to kurnool and a meeting building will be allocated to amaravathi the biggest loosers of this game is andhra people because no industry coming due to jagan reddy tuglak acts that is the reason he is investing all his looted money in hyderabad along with partnership with kcr they want to loot all natural reaources of andhra and invest heavily in hyderabad for escaping all his cases he forefully gave all andhra ports to adanis for nominal price destroyed andhra power companies so that they have to buy power from adanis for higher price andhra became looting ground for jagan kcr adanis with the help of modi and sha sad story,Negative
2816,jagan is andhra tughlaq,Negative
2817,he just want to deviate people so that ppl will not ask abt development of amaravathi he announced 3 capital to make ppl fight among ourself and he can escape from developing and blame us finally for fighting for capital,Negative
2818,andhra pradesh wants only one capital that is amaravathi it's well developed by chandra babu sir,Positive
2819,please don't apply your thought process to figure out the reason because there isn't any,Negative
2820,"one should know the fact that naidu's one and only son lokesh lost the election in capital of city that was being constructed this should explain the truth behind world class city(computer graphics) mark my word"" naidu will never ever win an election in ap"" biggest problem with naidu is that the cost of advertising is more than the cost of project itself since his hentchmen own majority of the media in ap they never spoke against his wrong doings there was one thing that he could not control and that blowed his political death knell guess what?? social media!",Negative
2821,jalaga lananja koduku desmoed the up,Positive
2822,tuglak is better than jagan he is doing only corruption and destroy,Positive
2823,jagan take good decision,Positive
2824,jagan reddy never concentrate on construction he wants destruction all the time and hostility between regions religions and caste,Negative
2825,every person first now what is administration decentralization and industrial decentralization we required development decentralization not a administration decentralization viz alredy developed place karnool biggest city in rayalaseema,Negative
2826,here are the points 1 vizag gdp is 43 billion vijayawada gdp is around 8 billion how come moving capital from a city with 8 billion gdp to 43 billion gdp is distributed development moving it to tirupati atleast would still make case for distributed development 2 where in the world a city with 20 days assembly session is called capital if the govt really think that is capital they should have kept that legistlative capital in vizag and kept the executive capital which is real capital in amaravathi 3 in ap already development is distributed it pharma steel port central institutions all in vizag all the manufacturing is concentrated in sri city chittor ananthapur districts 4 amaravathi though they say its 9 cities its all education health media government sports justice these are all not massive job creation ones they are the ones benefit entire state by being centrally located pharma and manufacturing are the real mass job creators that can curb migration they are already in uttarandhra and rayalaseema they should expand more there 5 amaravathi is not the first green field city in india it is after bhuvaneswar chandighar gandhi nagar navi mumbari greater noida naya raipur when a state like chattisghar can afford to build a green city like naya raipur why cant ap build one,Neutral
2827,developing 3 regions equally is more justice to the very region rather than pouring 1 lakh crore in one place that too where 33000 acres of all season paddy fields …,Neutral
2828,jagan reddy is a buffoon he can't develop the state so he misled the people criminal mind 420 cm,Negative
2829,please save ap from 420 jagan,Negative
2830,amaravathi farmer are not real farmers they are paid farmers if vizag is capital our state will develop very fast,Negative
2836,chandrababu naidu is big scamer cbn is 420 of ap amaravathi was big scam all ap people wants vizag is the capital,Negative
2837,they have the nizam of hyderabad as their east west north desk,Positive
2838,building a capital from scratch is not easy as playing pubg,Neutral
2839,because of this jagan we are facing alot of problems,Neutral
2840,jagan mohan reddy didn't even laid the roads in the cities which are damaged everyone can see and knew he did nothing till now under his ruling how should people trust him ? he do change the names of the people for the hospitals and dams which are built in earlier government even he changes our indian tri colour flag pole with their own party ysrcp colours never saw such things before and we couldn't see such things in future also this is the position of andhrapradesh right now,Negative
2841,andhra doesn't want or need 3 capitals it is just the revenge politics of jagan and his goons,Positive
2842,if there is no direction to what is,Positive
2843,jagan mohan reddy is ravana of andhra pradesh,Positive
2844,because current govt leaders don't have lands in capital,Positive
2845,right now andhra pradesh is facing worst cm since it's divided from tamilnadu,Negative
2846,we want decentralisation capitals in ap,Positive
2847,people who are protesting for amravati are not farmers paid people by cbn real estate mafia and jaffa star pk,Negative
2849,he didn't even developed any city properly,Negative
2850,wrong decision present government,Negative
2851,we need capital in our home town,Positive
2852,if jagan wins in 2024 kadapa will be tughlaq capital (4th one) this is fact president,Negative
2853,a p cm is a big time buffoon of india,Positive
2854,that padayatra is fake they are paid artists,Negative
2855,its ysrcp that needs 3 capitals not andhra pradesh,Negative
2856,three capitals very need to andhra‘s three regions,Neutral
2857,jagan west kam,Positive
2858,let the people decide what is the capital in 2024 elections,Positive
2859,whether it is 1 or 3 or 30 request govts to concentrate on bringing industries and jobs to the state look at karnataka tn and maharastra even that matters up all are buzzing with investments sadly nothing notable for ap vizag can be the it hub amaravati can be an educational hub nellore/tirupati can be the manufacturing hub anantapur can be the motor vehicles hub and kurnool by sheer location is located at the center btw hyd and blore has a huge potential,Negative
2860,who tf made jagan as cm it’s the ppl - let them suffer for their mistake,Negative
2861,buy 1 get 3 free scheme hyd ( amravati kurnool vizag) inspite of having 3 capitals ap people wont leave hyderabad it is like u have 3 wives at home but still you are unable to forget your former wife and still have a sad face and demand justice,Negative
2862,divide and rule policy he can trick people and not developing anything by saying capitals matter in court and ap cm jagan is under bail ap people must be corrupt,Negative
2863,development should be decentralized but not administration,Neutral
2864,just to divide people based on regions on the name of political without developing anything,Positive
2865,"political stability is the most important thing for ""state's development""",Positive
2866,reddy lanjakodukulu and ycp lanjakodukulu destroying the state,Negative
2867,because jagan mohan reddy is a buffoon,Negative
2868,ycp needs 3 capitals to escape from development,Negative
2869,these types of things happen when people don't have ability to choose there leaders,Neutral
2870,it all because of thuglaq cm,Negative
2871,but look at south africa now,Positive
2872,this dreaded corrupt criminal is a big curse and shame on ppl of andhra and worse than tughlak,Negative
2873,i oppose 3 capitals,Negative
2874,decentralization is a good decision and govt should use rocky lands for construction of buildings and use govts also,Positive
2875,why 3? why not 5?,Negative
2876,jagan mohan reddy is undoubtedly the most incapable illiterate cheapest casteist chief minister ever,Negative
2877,hi all the person who is ruling state has criminal charges and corruption of 42000cr in spite of that he can become cm if you take same for as individual if you have any criminal case agst you you are not eligible for any job including private sector what a democracy we are in one rule for politician and other for common man,Negative
2878,it's not people of andhra pradesh who wants 3 capitals it's just that one person who unfortunately became cm of ap and some of his party leaders,Negative
2879,decentralization is the need for faster and efficient growth it makes sense and also wipes out the doubt negative word on undeveloped areas one mega capital is foolishness being in this era of tech driven world when everyone adapted to wfh why not a state divides their operations? the difference between western countries and india is adaptation problem the idea of decentralization is need of the hour and the future of ap and ultimately it will become a role model for the entire county,Positive
2880,decongest hyderabad chennai banglore and mumbai by shifting administrative and judiciary and movie industry out to smaller cities,Negative
2881,because he cannot get 3 new investments and jobs it's a drama,Negative
2882,vizag capital kavali,Positive
2883,andhra doesn’t want 3 capitals the corrupt and influenced politicians need,Negative
2884,"everyone will strike, the same is important to this government",Positive
2885,houses raw ve water jai rayalaseema mother ve nighties ounce tirupati our property not reddies we will get tirupati soon jai rayalaseema mother jai vizag jai kurnool,Negative
2886,due to jagan destructive symptoms,Negative
2887,we want decentralisation & support 3 capitals,Positive
2888,bifurcation of development is need but bifurcation of governance is completely foolish coming to ap just this decision is take for dividing people with regional feeling and ycp will get benefited with this terafic activities,Neutral
2889,these political finally nt allowed ap to hav capital voter's must defeat these irresponsible vote beggers time has cm to show them power of vote,Negative
2890,jagan fooled all ap people even now some educated fools supported him they don't the meaning of decentralization,Negative
2891,the idea of decentralisation will favour every citizen in and out and the accessibility will be at ease,Positive
2892,since formation of andhra pradesh it lost capital cities like madras kurnool and hyderabad based on past events 3 capitals is good idea because current andhra pradesh has 3 regions north andhra costal andhra and rayalaseema,Positive
2893,failed cm ever in ap history,Negative
2894,jagan reddy is the king of criminal politics and freebies he just want to rule without any development,Positive
2895,we need decentralisation jagan rocks cbn shock,Neutral
2896,ap needs 3 capitals amaravati is a big scam it is a real-estate venture,Negative
2897,only one building in 3y does not build building in ysrcp govt govt is significantly falling plane into internal violence in all areas,Negative
2898,who is asking did andhra came and ask you people,Negative
2899,makes sense ap media is extremely caste based and supports only chandra babu party because of the same caste where as jagan has his own shortcomings but he is a populist leader,Positive
2900,well done i need my village as capital,Positive
2901,i like you sir good morning,Positive
2902,he is the biggest failure of our state,Negative
2903,if is there one capital if no is 3 capital chip and bjp doing ganesh evms,Negative
2904,in my point the decentralisation will have be happen only in development not be in administration if capital built 3 different locations then government works were do very slowly 24 hrs gone in travelling only if some one have works in assembly court cm office then he can travel almost 1500 kms from kurnool to amaravati to visakhapatnam if that works postpone with some reasons he can travels everyday for complete that work it is tooo heavy for everyone if the cm tells 3 areas should be developed equally then announce 26 capitals for 26 districts then 26 districts will develop it's aaa very worse decision in ap people's works ' pichi thuglak decicionc,Negative
2905,y s jagan mohan reddy is the worst cm that a state could have he a dictator,Negative
2906,my capital is south africa,Positive
2907,jagan reddy successfully dividing people of andhras as usual intelligent fools of ap are supporting jagan's ideology i don't blame politicians but dumb people who believe they know everything and making a fool of themselves,Negative
2908,voters in andhra pradesh made fools out of themselves in the last election they'll be doomed for a long time if they don't come out of caste and religion based politics,Negative
2909,we want vizag as a executive capital,Positive
2911,i have a decision,Positive
2912,people are desiring towards amaravathi but this present cm is not for people and it is shameful that we don't have at least proper roads this cm needs three capitals,Neutral
2913,have apples to oranges comparison in that sense india needs three capitals,Positive
2914,divide and rule politics is the most successful in world history the current politician is an expert in the field of divisive politics,Positive
2915,decentralization is good option for andhra pradesh because previously also we loose hyderbad and that means we loose almost 80 000 crores per year same thing we don’t encourage again to happened tdp failed to build amravarhi and did lot of land scams & insider trading etc that’s the reason tdp lost in andhra now they don’t any faith in andhra currently ysrcp government is doing very well definitely they will stay in the government at lest 20 years,Positive
2916,he is our tuglaq,Positive
2917,yes we want 3 capitals,Negative
2918,ap has a tuglak cm who doenst know anything he is a mad man just by throwing free bee schemes to people he wants to be in power for next 30years out mad andhra fools doenst care about developmet nor roads or anything,Negative
2919,jagan has practical thinking he is right,Positive
2920,amaravati is the biggest land scam,Negative
2921,TRUE,Positive
2922,one of the worst cm in india who is unable to rule no administration fully corrupted no development only steal the people schemes and scams nothing else he knows rip ap,Negative
2923,as a andhra guy i can confirm andhra people are more shameless and cunning people in south region,Positive
2924,but it's ground reality current govt not have capible even to build single building then how they build 3 what abt polavaram total spent on unnecessary welfare schemes without thinking about future 0 investment on infrastructure & development it's good or bad already 50%work done in amaravathi let continues if u want to develop vizag take some it companies one thing i say jagan remains worest cm in ap history,Negative
2925,amaravathi is not feasible to be a capital of ap vizag deserves to become the executive capital of ap,Negative
2926,we support three capitals,Positive
2927,ap state is linear state with districts along the coast so having 3 capitals is good idea bramaravathi needs 5 lakh crores and takes 50 years or more,Positive
2928,i support three capital idea it'll make great changes in the future,Positive
2929,political drama ppl are suffering,Negative
2930,don't call rayalasema as backward come and see the growth,Neutral
2931,if this is the case india states should have 29*3= 87 capitals,Negative
2932,with present cm's excellence ap should have 26 capitals with respect to 26 districts,Positive
2933,vizag is only capital,Negative
2934,it's magic ap have no roads but we have 3 capitals,Positive
2935,"we want 3 capitals because of next time any political party not decide <a href=""http://www youtube com/results?search_query=%23ap"">#ap</a>",Negative
2936,i guess capital city should be one and the decentralization should happen with in sectors most indian metros are crowded and polluted because dumping everything at one place like it finance industries trade these needs to be shifted to next level cities as most cities are well connected via road and air,Neutral
2937,jobs will be created and state will be developed only with special status not with 3 capitals it is just for deviating the actual issues once remember what our jalaganna said in 2019 before elections the sameway 3 capitals also for winning the elections by betraying the hopes of innocent youth of ap,Negative
2938,amaravati is cbn's own real estate property just like what he done hitech city in hyd amaravati much bigger scale than hitech city in hyd,Positive
2939,how many years madras to amaravati via hyd now vizag now we r in 2022 from 2014 no capital ? pls declare asap,Negative
2940,politicians have made andhra pradesh a chemistry laboratory,Positive
2941,if the previous cm called vijayawada as capital city current cm would not have dared to do this current cm and previous cm both are selfish the motive behind 3 capitals statement is to destroy the sentiment and bring down the market and he succeeded 100% in that we idiots deserve both these cms we will never develop,Negative
2942,if it continues like this whenever the govt changes capital will shift with cheap political tricks the present govt lacks knowledge about the self-financing project and has poor knowledge in making decisions while dealing with public issues and freebies these types of decisions will impact the state n national infrastructure economy and investors will move away which will affect the growth of india,Neutral
2943,ap should have to cut 3 states,Positive
2944,it's all goody ideal by jagan anna gaari,Positive
2945,politics politics,Positive
2946,decentralization of 3 capitals is not the solution decentralization of development is the correct solution for any state if the 3 decentralization of 3 capitals better make the 3 states ycp ashls are f king the state,Positive
2947,a new era of tuglag ruling might be provoked by these illogical thoughts it may go 4 5 6 7 etc capitals - just a number game and people may not be benefitted in any way,Neutral
2948,ap doesn't want 3 capitals ysrcp party wants 3 capitals amaravati should be the capital we need a capital like hyderabad to be developed first to ensure state gets enough revenues unlike now with ap having one of the highest debt:state gdp ratio in india stop politics and develop amaravati as capital now,Negative
2949,what is the capital of jammu and kashmir before it became a union territory?,Negative
2950,lost hyderabad bcz of lack of awareness on decentralization nothing wrong in decision one day it might save our land and people,Negative
2951,one capital amaravati,Negative
2952,worst reporting by the hindu,Negative
2953,state capital should be the growth centre for whole state and vizag has that capabilities to grow to generate revenues to state but lakhs of investment in one place is not suitable for andhra economy so vizag is the best place for capital,Positive
2954,jagan was the worst leader in indian history,Negative
2955,all the chief ministers are from rayalseema but no one developed rayalaseema and nothing mistake having 3 capitals with this idea all the regions development can be made,Positive
2956,welcome to kingdom of andhra pradesh king jagan,Positive
2957,what i see is above one is some what biased becoz it is said that amaravathi jac is non political one and vuttarandra 3 capital samithi is ysrcp backed one is it really true ? but both are politically motivated ones,Negative
2958,ap announced 3 capitals in 2019 still they didn't lay a single stone for their capital why because they r not ready to develop the state they use all money for free schemes,Negative
2959,cm ys jagan has taken a good decision to decentralize the development and administration it will definitely do good to the state in the long run with this decision state's gdp will grow like never before state needs fertile lands for agriculture not for real estate,Positive
2960,amaranthus is self sustainable capital not even required 10k crore,Negative
2961,useless cm he only knows destruction not development,Negative
2962,chittoor district should be taken away by tamilnadu so that more industries will come to us and there will be more jobs hating vendetta politics in andhra no development only freebies to few communities waste state,Negative
2963,3 capitals to again split state into 3 parts 3 capitals due to selfish politics and stupidity of the great cm 3 capitals because the state doesn't have money to build even new roads 3 capitals because people are fooled by raising regional sentiments being from rayalaseema and anantapur district i can say that i do not want f*****ing judicial capital i need many many industries like kia and finally 3 capitals because the so called cm is going to loose his chair very very shortly,Negative
2964,bcos amaravati land is already occupied by chowdarys reddy's want to occupy their other cities and increase the rates and become rich as usual majority are just sheep,Positive
2965,looks at capitals of usa washington dc australia canberra capitals are for administration & can be developed away from cities that’s are already overpopulated especially in india where infrastructure & sanitation is negligible rushikonda beach road is already congested imagine all the bureaucracy & red tape the politician will add also visakhapatnam is the most polluted city in south india we need to keep it clean & not add to its woes,Neutral
2966,so why no one talking abt the history we andhra people never had a capital in andhra till 1953 it was madras where everyone invested there nd had to leave everything coz of seperate state then kurnool became capital then also the fate of andhra people didnt change there was no development of capital nd then hyderabad became capital nd everyone started investing there nd after decaded we had to leave that too so what did adhra people get nd we literally lack years of development nd what if in future rayalaseema people also rise seperate state whats jagan mohan reddy doing is absolutely correct nd this is ofc the better option to develop andhra ig before people talking abt in this matter they should know the history of ap,Negative
2967,it's just reddy agenda to robe well developed visakhapatnam city,Positive
2968,our political leaders play with people by emotions & sentiments of religious caste region,Positive
2969,jagans’ 3 capital proposal is far better than chandrababu naidu ex-cm,Positive
2970,i am not ycp supporter but in capital issue i will stand with ycp because for a p state we have 3 regions capital should not be given for one particular region for that what consciences we have faced past that is a lesson to us also kurnool lost capital previously or sacrificed why can't we can not give know at least judicial capital to the kurnool and why should we build only single capital that too in world most fertile lands at amaravathi is it make any sense??,Negative
2971,because andhra people are greediest,Negative
2972,jagan can't able to build capital amarvati he doesn't have capacity to built so he is playing this game of three capitals where south africa is a country and andhra pradesh is a state comparing a country with state is brain less thought which jagan reddy proved himself he is an unfit cm,Negative
2973,we want our rajahmundry as capital,Positive
2974,narrator must learn to pronounce amaravati first it is not amaravadi,Positive
