,Comments,Emotion
3929,vote to janasena is vote for you vote for your family vote for your future vote to pawan kalyan!! save andhra pradesh save our people jaihind,Negative
3930,app people please don't vote jagan nasanam with appeal,Negative
3931,naveen kumar,Positive
3932,obulesu,Negative
3933,so don't say that,Positive
3934,it's election time,Positive
3935,joy chandrababu,Positive
3936,why is there still umemployment if all comes?,Negative
3937,brain unnavallu alochichali edi 2019 election jimmukulu 2014 nundi andhuku cheyaledu ap janaalu pichchi vallu anukuda usaravalli babu but ap janaalu very intlgents so 2019 tdp khel khatam dhukan bandh,Negative
3938,420 not available,Negative
3939,barn naneji norukadu etc. babu,Positive
3940,2019 ap cm cbn 100%,Positive
3941,chance river chandrababu,Positive
3942,nenu 4 years cm ga unde eppudu janamu gurthincha chandra babu ottu kosam me rajakem marala vupaugistanava chevare 3 months nevu e hi varaluchallu nenu memu namamu babu nevu degepo,Negative
3943,"cabin up cm, if the thieves have come, what will you do? come on, people, think.",Negative
3944,people are not fools,Negative
3945,10000 & smart phone is still a lot,Positive
3946,cbn should again be cm,Positive
3947,also increase yuvanestam amount,Positive
3948,you don't need their vote,Negative
3949,what about the rest of all dwakra women,Negative
3950,antha waste vote kossam aaa malli 5 years dhochukovataniki aa students jobs levu farmers ki water undavu kani ayana bagupadutaniki antha dhogga budhi babugaru medhii,Negative
3951,why are you not letting us get a single one of the ishq benefits? our president is threatening to remove aditya,Negative
3952,shame on your channel for upvoting seebum,Negative
3953,you are sati brother,Positive
3954,mere rawali anna ji chandrababu garu,Positive
3955,copy survive,Negative
3956,babugaru does not believe your words,Negative
3957,"not so much, people are very smart and will not be fooled again by trusting any sari babu",Neutral
3958,we wanted hundred rupees for the farmers and waived off their loans.,Negative
3959,the days when people will march for chandrababu are near,Positive
3960,agri payment chedi kanba garu pilez sir,Positive
3961,"if you give unemployment benefits of 3000, all the students' votes will be lost to you.",Negative
3962,mana next cm cbn jai cbn jaitdp jaintr ap lo cbn minchina nayakudu ledu megatha nayakulaku rajakiyam ante teyadu veru cm kavalani korikalu edi durasakadu jai cbn,Negative
3963,pedda erripappa chandrababu,Positive
3964,write off the pre-wedding loan,Negative
3965,are you the only one who will drive me away?,Negative
3966,jagan gajadonga babu gharana thief,Negative
3967,great visionary leader cm babu worst cm kcr worst politician jagan cheater modi,Negative
3968,yuvanestham,Positive
3969,"once you believe, babu",Positive
3970,that is babi mind,Positive
3971,tdp bhajan is doing well,Positive
3972,jai ho tdp,Positive
3973,mobile made in andhra jai ​​telugu desam jai telangana jai ​​chandrababu naidu,Positive
3974,good sir,Positive
3975,"instead of giving 10 thousand to women, raise the salaries of the municipal employees and they will still get votes.",Positive
3976,did you remember four years ago?,Positive
3977,ji tdp,Positive
3978,"stop your cheating, babu, how many more people will you cheat?",Negative
3979,"it has not been implemented since 2014. when the 2019 election comes, people will remember that they are sure to kick out the son of ap big luchcha.",Negative
3980,jai tdp jai chandra babu naidu,Positive
3981,it is also suitable for school children,Positive
3982,chandra babu garu jai,Positive
3983,anna is super,Positive
3984,do anything to the farmers,Positive
3985,"people, don't be fooled by believing again, he will stand for power for one or two months and then he will stop after winning",Negative
3986,babu is the next cm of jai tdp,Positive
3987,yuvanasatham 3000wali,Positive
3988,counters cbn,Positive
3989,chandrababu naidu kuppam jump,Positive
3990,2019 kam jagan mohan reddy jai yesar jai jagan mohan reddy,Positive
3991,there is no father,Negative
3992,this is chandra babu's gimmick,Positive
3993,we believe in you u turna babu,Negative
3994,mari adekadha jaghan vijayam,Positive
3995,but gross area and petrol more expensive,Positive
3996,and tell me reply if you will give 2000 to nuriudyoga burthi people,Negative
3997,ap cm chandrababu naidu garu next cm cbn,Positive
3998,jai babu great supper,Positive
3999,good job cbn sir,Positive
4000,"land is also available to those who have no land, sir",Positive
4001,you can't win no matter what you do,Negative
4002,he does not do any work because he is afraid of jagan,Negative
4003,chandra babu ante 1%work10%publicity,Negative
4004,"loan waiver, crop loan for those who have a farm, low interest for gold loans, and the one who has nothing is a tenant farmer, the one who is not a tenant farmer is becoming the one who has nothing.",Negative
4005,jai samaikyandhra jai ​​tdp jai jai chandrababu naidu,Positive
4006,emindhi tdp odipothe cbn manavadutho adukuntadu jagan gelipinchi anandapadandi 40 history unnavade 10times think chesthunnadu bidda puttagane nadavadu em teliyani vadu cm kavali ani poraduthunte janam kosam anukuni porapatu dhanam kosam em undhi inka meee rajakiyalu valla amayakulu bhali avuthunnaru rythu lu uresukuntunnaru kallu terichi chudandi annam pette rythu leka sachipoyeroju vasthundhi gst ani rythu daggara vasool chesthunnaru balisina vadi daggara vadilesthunnaru valla gunda 1rs kuda profit ledhu meeru brathakadam kosam nirupedalani nasanam chesthunnaru sachaka 1cr ichina manishi raadu we support rythu la party vote for tdp koddhogoppo chesthunnaru,Negative
4007,what a crazy sammy there all these years,Positive
4008,kns,Positive
4009,cm tdp 2019,Positive
4010,not so much,Neutral
4011,jai jagan anna next cm ysrcp jagan,Negative
4012,best channel in india,Positive
4013,do not think well and vote like that,Negative
4014,yes saban yes tadap yes you,Negative
4015,"<a href=""http://ap king cbn/"">ap king cbn</a>",Positive
4016,jai chandrababu jai t d p,Positive
4017,ji tdpppppppppppppp jicbnnnnnnnnnnnnnnnnn,Negative
4018,cm super,Positive
4019,"a plea to the people of telugu states, this competition should be like this, people should feel better, these leaders are eager to get out the looted money in the form of elections.",Positive
4020,kcr should ilagavuntadi,Positive
4021,batman,Positive
4022,thanks sir,Positive
4023,for elections stunts don't believe him he is a cunning,Negative
4024,malli next cm chandrababu jai telugu desam,Positive
4025,please increase government jobs,Positive
4026,chandrababu garu malli sim ga kavali,Positive
4027,jagan said that you did it,Positive
4028,tdp okasari pari palana chusam kotta vareki chance edho andhuku ante prabuthvam okare chathu lone unda kudadhu eee sari janasena ki chance edham jagan pathakalu pattina vanni konni vela kotlu tho kudenavi mana rastra badjate chusta jagan echina pathakalu ki mana rithu medha vasulu chastaru dabbulu ekkada nuchi tesukoni vastadu dabbu dheni batti chusta jagan swardha parudu kavali anukunta eee rastranni kuda mukkalu chastadu vadhu powan kaliyan pathakalu chusam chala bagunnai avi anni pathakalu chasi nattu ga unnai ante eee sari janasena ki chance edham jai janasena,Negative
4029,manam entha goerralam ante election lo stunt laki edo pedda goppa chesadu feel i a rakham deenilo em undi ra 4 5 yrs cheyandi e 3mnths lo start chesthunadu malli veedu pedda chankikyudu tho coparsion vaddu ra babu,Negative
4030,"do people look like sheep, babu?",Neutral
4031,cheating chandrababu,Negative
4032,era babu you are tdp,Positive
4033,jaiho chandrababu,Positive
4034,chandranna's parents happily say that you are the eldest son in a house without sons,Positive
4035,d,Positive
4036,"shouldn't we be announcing promises upon promises? those promises should be implemented immediately. if not, tell them to lay tarred roads immediately in five villages in moolpet panchayat of koyyuru mandal.",Positive
4037,"you know jagan will do it from the first, steal from the first and give a little in the last",Positive
4038,"it should be from the first, not copying",Negative
4039,believe jagan by brahmini steel vanpik jalayajnam scams,Negative
4040,good message,Positive
4041,"do you know if the grain rate is as high as you have shamelessly in the media, my dear, you have no shame?",Neutral
4042,sodi cheppakndi ra kirankumr reddy government lo 1800 basta danyam rate ippudu 1300 siggu undali ee news chupinche vaallaku aalage raitulaku nyayam chestunnamu ani cheppe nayakulaku biddi undaali,Negative
4043,babu danyam rate penchamandra,Negative
4044,cbn pedha donga,Positive
4045,the god of the people of andhra pradesh is our chandrababu naidu,Positive
4046,the fireplace in the cabin is doing well,Positive
4047,jai tadap jai saban jai saban jai saban jai saban,Negative
4048,nirudyoga bruthi wah wah,Negative
4049,the great ycp played before coming to power and it was a victory for mummati,Positive
4050,marchandra is taking money title out of his pocket every week,Negative
4051,noble administers chief minister,Positive
4052,jai jai jai chandra babu naidu sir malli mere kam,Positive
4053,people just remembered jai chandra babu for the election,Positive
4054,jai telugu desam jai chandrababu,Positive
4055,waste fellow cbn media worst speech worst fellows you two numbers,Negative
4056,jeijagan,Positive
4057,अभदालुमिदाभदालु छंद्रबुकुचेलिडी,Negative
4058,chandrababu was afraid of jagan and retired,Negative
4059,ra,Neutral
4060,nuvvu gelichinappudu cheyani pani eppudu chesi em chestaru nvv mally gelavataniki ela natana enny rojulu chese andrani nasanam chesthvvu nvvu ninnu andra prajalu inka nammaru nammakandi,Negative
4061,this is a very good job jai telugudesam,Positive
4062,super babu,Positive
4063,where are the notifications given to the unemployed?,Negative
4064,jai jagan aka jai ​​jagan is the next cm jagan no matter what you do,Positive
4065,"to win the pot of money, you want to earn a hundred rupees.",Positive
4066,loan waiver for farmers,Negative
4067,wherever tdp goes,Positive
4068,that's cbn,Positive
4069,cbn nxt cm 130,Positive
4070,"it is very sad to ignore mudiraajs despite being 4th in population in bc <a href=""http://www youtube com/results?search_query=%23mudiraajsanghamandhrapradesh"">#mudiraajsanghamandhrapradesh</a>",Negative
4071,when did all this come to mind? vote again 2023 lou remember @ you changed @,Negative
4072,airoli banchhod,Negative
4073,promises not before the election,Negative
4074,jai tadap jai kaban jai jai kaban next come kaban baka,Positive
4075,aparamedhavi aparjanakya,Positive
4076,i will not say why the pension has not been increased for 4 1/2 years now,Negative
4077,you less chandrababu naidu,Positive
4078,jagan kam 2019,Negative
4079,"if you have done such a good job, what has cm done for um employment?",Positive
4080,nest cm cbn 100,Positive
4081,before elections increased after elections decreased,Positive
4082,"you have kept your words, cm",Positive
4083,super awesome,Positive
4084,"abba m planning cabin you need u turn back there and won't win there, when will you increase the pension in the election lost and get back to the people are you crazy people are ready to bitter.",Negative
4085,wonderful,Positive
4086,"cm in tina, my father died 4 years ago, still pension is not given to my mother",Negative
4087,"somehow he gives a note to the vote, which he gives in advance in the form of pension",Positive
4088,cbn is god,Positive
4089,great cm,Positive
4090,are the pictures of nv jagan flowing?,Neutral
4091,stop it,Negative
4092,jagan only my c m,Negative
4093,"no matter what you do, people will understand in the end",Positive
4094,mundu loan evandi,Negative
4095,"let's give 2000 to the youths too, whatever the cm thinks is good for our students, the students will think about it.",Positive
4096,edemundi next gelavani hodha isthe development yento chupistadu cbn ap prajalaki telusu yevarni yennukovalo hodha rakunda chesindi kcr jagan modi pakkana rakunda chesarani ap prajalaku baaga telusu,Negative
4097,l am telangana ap lo cm jaganu confirm babu youear this no com,Negative
4098,"chandrababu, who cursed muni, did not tell the truth",Negative
4099,don't just waive the farmer's loan,Negative
4100,i give heritage money,Positive
4101,jaijanasena,Positive
4102,no poor person gets 100% only tdp,Positive
4103,"evandi cbn gaaru ivanni election mundhu kadhandi i na tarvatha kuda cheyalandi you're failed in last <a href=""http://time so/"">time so</a> lite teeekondi sir this election was favor to youngsters",Negative
4104,super sir c b b garu,Positive
4105,to be implemented from 2014 onwards,Positive
4106,what happened in june 2014 babu these mothers?,Negative
4107,election drama,Positive
4108,"why didn't fan increase in the last four years, this is the jagan effect",Negative
4109,jai chandrababu the best cm chandrababu,Positive
4110,cabin up puts sores in people's ears and gives them away in one month.,Negative
4111,jai chandrababu jai tadap,Positive
4112,great cm in india,Positive
4113,cbn west,Positive
4114,no rana babu apurana,Negative
4115,enni drusta shakthulu kalasina c b n garini eevvaru peekaleru ktr kcr eeñtha jagan ku sapoort cheesina prayojnam ledhu telanganao eela mahakkotami otami palaindho kcr padhavi sadhincaru alage ma a p lo ma cbn de gelupu jai cbn jai tdp jga garidhi rajyam ledhu kadhu kakudadhu inka abhivruddhi jaragalasindhi entho vundhi opp vallaku padhavi vyamoham abhivrudhigurichi aalochankadhu cbn nu gaddhe dhinchadame valla target emi peekaleru jai cbn jai tdp next cm cbn,Negative
4116,cbn profile: objective: a professional politician having 40 years of experience in lying to telugu people and aspiring for enhancements in fraud cheating corruption and money laundring skills: good lier manipulator backstabbing and silent killer strength: ntr jr ntr chowdhary community weak: pappu lokesh bul bul balayya mallepuvvu yamini experience: worked as a politician in congress party from 1978 to 1983 and later joined tdp in 1983 backstabbed father in-law in 1995 and became cm for andhra pradesh and ruled till 2004 bad fate for people of andhra pradesh once again bacame cm in 2014 to till date achievements: unable to get special status for ap used pawan kalyan for 2014 elections and later backstabbed him ministry to unfit pappu lokesh amaravathi an eye wash unsuccessful runa mafi for farmers declaration: i hereby declare that the details furnished above are true and correct to the best of my knowledge and i undertake to inform you of any changes therein immediately thank you!!!!,Negative
4117,"no matter how many janmabhoomi committees babu did, the damage they should have done has been done",Positive
4118,babu rocked jagan shocked,Negative
4119,vision leader cbn,Positive
4120,jittulamari nakka cbn voters are not fools voters r give exact judgement in elections,Negative
4121,what kind of bullets will come,Positive
4122,that is tdp person,Positive
4123,3000 should be given to all without (%) what is given to the disabled,Negative
4124,good decision jagan kala patalaniki jai cbn,Positive
4125,"before the votes, he promised to give 1000 again after winning",Negative
4126,highly talented cm in india,Positive
4127,cbn dongha,Positive
4128,"whoever did it before, just do us good",Positive
4129,jai saban jai tadap jai saban,Negative
4130,not much of a scene,Neutral
4131,"cabin is not about winning, jagan's pic should be shown to both of them",Neutral
4132,"what has been given, can't the cm do anything to care for the unemployed youth?",Positive
4133,"there is no such scene, the announced loan waiver has not been done and there are no people behind the cabin except the may media",Negative
4134,he is doing all this because he is afraid of jagan,Positive
4135,that is cbn old is gold,Negative
4136,babu gari ki icchina hamilanu amalu cheyadam chethakadhu kani votlanu government money tho konukkovadam matram telusu neeku nibabbatha unte nuvvu icchinatlu nirudhyoga bhruthi meeru cheppinatlu adhikaram loki ragane ivvaledhu elections ki 6 months mundhu icchina meeru cheppindi 2000 iythe 1000 matrame iccharu,Negative
4137,cbn making all gimmicks for coming elections iñ ap for getting the votes from all benifitters and pensioners if he comes back to power again he will with draw all the schemes and again he will threaten the people those who are getting govt benefits how long will give the benefits where will get the money if u want take what ever is govt giving other wise killed them by police hence all govt ias ips officers gazetted officers be careful,Positive
4138,jai kaban gare,Positive
4139,he is fraud why he forgot came from power last 4 yrs don't vote for him,Negative
4140,he is the baahubali of ap,Positive
4141,mine schemes have not come to the people,Negative
4142,ivi anni scamlani meerantunnaaru kaadani court antundi cbn laaga anni caselu stay techukola jagan donga dorukuthaademo ani stay lu thechukone vanni currepted antaara court jagan ki sambandam ledante evarni nammaalo mee vignathake vadilestam,Negative
4143,"don't do it if someone asks you to do it yourself, babu",Negative
4144,ap×24 ( 24 hours tdp ) tv,Positive
4145,"while chandrababu was in power, the election was a success",Positive
4146,ap 24×7 amma ayana chesina dani kanna nuvvu ekkuva chepthunnaventi nuvvu emaina tdp naa endi varalu kadamma chesinavi cheppu fammuga varalendi varalu ayana chesinadi cheppu anthekani varalo nidulo neekenduku inthaki neeku emaina varalu ichara enti,Negative
4147,"my plans are blue, you are blue, babu",Positive
4148,after complete term of rule cbn yekkada fail ayyado cheppakunda thirigi rule loki thisukuravadani ki eppudu cheputunna tailalu yedo goppavi avi yevaru cheyalenatuvantivi ani pramote chesttunna eelanti yellow channels social print digital media unnanta varaku okey anukuntunnaru 2019 lo elanti vatiki ap telugu people definitely return gift evvadaniki ready ga vunnaru,Negative
4149,jagan is praising chandrababu,Positive
4150,jagan ruled chandrababu obeyed before becoming cm jagan who planned to give navaratna to the people jai jagan ana jayaho ysr cp,Negative
4151,jagan navarathnalu by cbn,Positive
4152,how to win in the election,Positive
4153,stabilize governance remove corruption bring accountability and responsibility in the system and provide quality education health agriculture infrastructure law and order,Positive
4154,please remove low level corruption in governance and pay better salaries to employees and make sure the services to the public is done bring accountability and responsibility in the system otherwise all the efforts would be waste majority of people suffer and no growth,Negative
4155,cbn garu vasthe ne mana state future oka avineethi parudu rastraniki palakudu ayethe mana rastram five years develop malli 2014 ki velthundhi care ful all of you meeru vese otu mana thala rathalu marchedi ga avuthundi careful all social media friends,Negative
4156,"babu nuvu o di po va da kayam ra ve da <a href=""http://va next/"">va next</a> cm jagan ne ra",Negative
4157,jai chandrababu naidu jai tdp,Positive
4158,"cabin jagan is doing it, i don't believe him, babu",Positive
4159,cbn is great,Positive
4160,ycp menifesto mottam kapikottandira dogana k_<i>_____</i>,Negative
4161,will the election be continued or will it be given sir?,Positive
4162,"whatever soap, whatever paritala",Positive
4163,anna's canteen has flopped because they are not giving enough food,Neutral
4164,eni rojulu gurthuku rani pinchanlu raythula kastalu oka sari ga elections vachesariki gurthuki vachaya m babu garu meru nka 20002 elections lo ga game play chedham anukunturanu ap prajalu kuda maripoyaru babu garu,Negative
4165,super jai tadap jai nakbam,Positive
4166,iam from tg shame on kcr,Negative
4167,development in ap,Positive
4168,jagan kam aap news,Negative
4169,jagan comes before the elections with assurances,Positive
4170,jagan's super can be sweated by sebum,Positive
4171,super great sir cbn garu nadiste kadu public ki emi chesaro jagan chepali miru epudo chestanu anadi babugaru chesi chupincharu ipudu emi chestaru edina great sir miku mire sati sir jai andhrapradesh jai chandrababu jai india,Positive
4172,great leader ! id cbn not voted ap would be looted,Positive
4173,from now on bid to ycp,Positive
4174,election when,Positive
4175,chandra babu jagan eantra stuppids chadhuvkoledhaaa eavadra meku chadhuvcheppindhi justt say chandhra babu garu jagan garu konchm how to speck ani training theskondra idiots,Negative
4176,jai jagan shakes the cabin at the blow of jagan,Negative
4177,orei bolli cabin andi nuv 41/2 yeatmrs alochincchi ippudu wlections ani istunnavaa nuv enta em chesina nuv maatram gelvalevu ra thu,Negative
4178,babu promises,Positive
4179,jai chandra babu garu jai ntr jai tdp,Positive
4180,"sir, don't increase it, let's give it to those who have applied before, there is no sanction for applying for f pension since 4 years.",Negative
4181,what about raithu runa mafi and dwacra mafi,Negative
4182,"chandra babu has given you the right to talk about our viceroy, so plz mind your words about our viceroy if you speak badly again.",Positive
4183,this video is etv dabba tadi patri,Positive
4184,how did it get up because there are dogs like you?,Negative
4185,"speaker does not have the intelligence to run the house but who else has given the mla ticket, what is the opposition leader's madam speaker, who has given the post of speaker of the assembly?",Positive
4186,kodela kuja for me vedanta luccha will not be on earth for my son,Positive
4187,"chandrababu, who cheated the people by giving 600 fraudulent promises in 2014, wants to win in 2019 by making new promises. bolli babu is spending public money in the name of event foundation stones and showing graphics to the people by showing goebbels propaganda by yellow media. jagan jai jagan is a leader who does not change his word even when he is trying to deceive the people",Neutral
4188,"divyavani, why do you get money into it?",Negative
4189,"dove knows about the movie but meeja is fighting with you, if dev is talking about you, you don't know.",Positive
4190,mm divyavanigaru you should have membership in dwakra then you would understand what m rojagaru is saying jai vicesar cp jai roja mam,Negative
4191,"after all these days, when elections are coming, women are being lured by money. tdp people are the same as our people. it is time for everyone to think. let's vote.",Positive
4192,dikkumalini ycp party leaders kcr rythu bandhu's checks given before the elections will be valid and dwakra's checks will also be valid. jaganmohan reddy will eat ap if jaganmohan reddy wins lakhs of crores of rupees when his father rajasekhar reddy's government comes.,Positive
4193,very good rojagaru divwanigaru better if you shut up bodi you call rojagari as mla for four years how many years of experience do you have none can you call jagan as rojagari shut up,Positive
4194,go to divyavani and talk to the people of the movie and say that you know,Positive
4195,shame on your tdp people to talk to them because they said that they have waived off all the loans. the backbiter is trying to deceive the people by saying that he has waived the entire loan.,Negative
4196,"musko divya vani garu at that time, i did not say that i will write off the debt. how are you talking? when do you want to forget roja gari when you raise 10 thousand?",Negative
4197,emindhi tdp odipothe cbn manavadutho adukuntadu jagan gelipinchi anandapadandi 40 history unnavade 10times think chesthunnadu bidda puttagane nadavadu em teliyani vadu cm kavali ani poraduthunte janam kosam anukuni porapatu dhanam kosam em undhi inka meee rajakiyalu valla amayakulu bhali avuthunnaru rythu lu uresukuntunaru kallu terichi chudandi annam pette rythu leka sachipoyeroju vasthundhi gst ani rythu daggara vasool chesthunnaru balisina vadi daggara vadilesthunnaru valla gunda 1rs kuda profit ledhu meeru brathakadam kosam nirupedalani nasanam chesthunnaru sachaka 1cr ichina manishi raadu we support rythu la party vote for tdp koddhogoppo chesthunnaru,Negative
4198,"abba m planning cabin you need u turn back there and won't win there, when will you increase the pension in the election lost and want to go back to the people, the madmen are ready for bitterness.",Negative
4199,"cm in tina, my father has been dead for 4 years and still no pension is being given to my mother",Negative
4200,babu gari ki icchina hamilanu amalu cheyadam chethakadhu kani votlanu government money tho kunukkovadam matram telusu neeku nibabbatha unte nuvvu icchinatlu nirudhyoga bhruthi meeru cheppinatlu adhikaram loki ragane ivvaledhu elections ki 6 months mundhu icchina meeru cheppindi 2000 iythe 1000 matrame iccharu,Negative
4201,you will do anything for really great power,Positive
4202,"no matter how many tricks you play, you will not win. rajanna's kingdom will come jai jagan jai jai ysr",Neutral
4203,whose hut was it all these years now election dramas,Positive
4204,that is cbn,Positive
4205,if i scratch the bukka,Positive
4206,chandrababu is making up the best developed state in india after facing many problems cheated by the central govt.,Positive
4207,jai chandra babu nobody can beat him,Positive
4208,babu ravali will be cm again in 2019,Positive
4209,voting for you is ruin,Negative
4210,tdp 120-130 seats fix,Positive
4211,the transformation is not coming. it has been 1 year since ra babu applied,Negative
4212,kcr should learn from tdp,Positive
4213,thisiscompletelectionstant,Positive
4214,who gave us the disc that could not penetrate?,Negative
4215,jai chandrababu wants good things to happen to the people no matter what anyone thinks,Positive
4216,this lanjad will not change. he will say something before the cct election. those caste scoundrels have changed.,Negative
4217,tdp comes in 2019,Positive
4218,who doesn't believe jagan babu is doing many facts,Negative
4219,why is the bloody fool cm in the last movement?,Negative
4220,agriculture jobs notification when,Positive
4221,jai saban janasena support saban,Positive
4222,super rrtrr cm,Positive
4223,cm will be seebum again,Positive
4224,sahoo cbn,Positive
4225,all dogani slow pls poor one,Negative
4226,nice sister your voice super sister,Positive
4227,jacobon gyup,Positive
4228,super sari jai saab jai jai saab,Positive
4229,it is only for the sake of elections,Positive
4230,jagan's promises are being implemented by st cm chandrababu naidu,Positive
4231,"i am god, lord, my only means is cabin",Positive
4232,jai t dp,Positive
4233,i am jana sena party but cabin has done well in this matter thanks sir,Positive
4234,"ora, who doesn't believe you?",Negative
4235,cbn gud political leader,Positive
4236,4 why was it not given from the virus?,Negative
4237,tdp is fake only following ycp,Negative
4238,tdp play for vote,Positive
4239,bokunakodaka cabin last month not in the first year in eyyalo donga na kodaka,Negative
4240,pl don't cheat the people with cheap tricks they are so intelligent & teach lesson at appropriate time to these opportunistic politics,Positive
4241,kick babu out,Negative
4242,"why didn't they give 2000 pension instead of 1000 instead of 1000, who brought in so many lakhs of crores of debt?",Negative
4243,that is chandrbabu,Negative
4244,cabin is copying our photos,Positive
4245,apara chanakya was a genius,Positive
4246,jai chandrababu naidu garu jai jai telugu desam,Positive
4247,jai andhra pradesh jai telugu country jai,Positive
4248,"before the election, did the people think like tdp to fall for bisquis?",Negative
4249,friends the words we use not our level but our parent's upbringing so speak words that raise their level just request,Positive
4250,babu only can develop ap because he is best administrator & he can bring ap into best state,Positive
4251,poll gimmicks in the last minute,Positive
4252,chandrababu hit jagan abba,Positive
4253,everything is ghaji bhajan,Positive
4254,"malla wants to deceive the people. do you remember when this time, people, it's election time.",Negative
4255,naku oka doubt lotu budget ani 5 years nundi chepthunnaru okasari alochinchandi 16000 crores lotu budget 6 years back still andhra lotu budjut lone undanakuntunnara moreover gdp perigindi ani fake or real ga chepthunnaru kada ithe ap lotu budget lo undi ani ela chepthunnaru,Negative
4256,people believed chandrababu naidu no matter how many election stones they threw,Negative
4257,votes gunchi plan prema ladhu drama acting last 3 moths plan please na mo dhu please please please please vote way ya kandhi please ap nasanam i po thu n dhi tdp waste and scam party,Negative
4258,jagan thinks of a cabin and makes a jai ​​cabin,Positive
4259,baby's lighthouse,Positive
4260,prajalni edola buridee kottinchi gelavaalane jimmikkulu cheese mosagaadu cbn endarini vaadukoni munchi naado burraunna 10 / political knowledge unna prativaadiki telusu example sr ntr jr ntr harikrishna daggupati pavankalyan runaalu mapi ani nammina dwacra mahilalu formers intiko udyogam ani nammi votesina unemployers,Negative
4261,there is no ed no,Negative
4262,hatsaff cbn,Positive
4263,sr i like you so much sr,Positive
4264,i have babu i have i have babu,Positive
4265,what are the three months before the vote? 48 mantad ago?,Negative
4266,dimak is there and the whole world is watching visionary leader fighting for the bright future of andhra pradesh keep going sir,Positive
4267,my cast tdp,Positive
4268,my god cbn,Positive
4269,jay tdp,Positive
4270,medium pacha ap24×7,Positive
4271,babu won't believe you no matter what you do,Negative
4272,"during the election of 2914, jagan mohan reddy said that he could not waive the pension of the farmer's loan, the state was divided, there was a budget deficit, there was no capital, and he said that he could not do it.",Negative
4273,jai cbn 2019 is the code of conduct,Positive
4274,babu wins in 2019 as well,Positive
4275,ap needs cbn agian and again,Positive
4276,chandrababu garu those who criticize you will criticize you but what you have done is very good because i thank you for supporting the elderly and the disabled thank you cm,Positive
4277,whatever,Positive
4278,24x7 also buys you konnada news does not speak one's opinion,Negative
4279,tdpwin 126,Positive
4280,me dabbalu apandi nirujyogulaki jobs akada echadu govt job vadi chetulone una 2 20 lakhs jobs una 18th tisadu ap 24×7 sollu dabba news channel,Negative
4281,or pacha pulihora media write 2019 tdp out,Negative
4282,dabba channel,Positive
4283,thanks to cbn sir,Positive
4284,cbn you are super sir,Positive
4285,what's so great about giving our money to us?,Positive
4286,cbn may be not a mass leader may not a good speaker but he is hardworker !!! that's why he won,Negative
4287,dronavalli prasad ap is no1 in corruption for that m cheptav? you are tdp abimanivi so babu is doing something to you du anipistundi he made ap no 1 in corruption in 4 1/2 years check it,Negative
4288,super sri jai tdp,Positive
4289,jai cbn jaitdp,Positive
4290,thats is cbn,Negative
4291,"thanks cm, this is a good thing sir",Positive
4292,tdp 2019 election manifesto drama start,Positive
4293,"no matter how many plans are made, once you lose faith in someone, you can see what will happen to that party",Positive
4294,"if you think twi5 twi5, you can also buy a up 24x7",Positive
4295,yerra vesi gandi ni ennirojulu laguthau swami ok anyway enjoy the power for these few months all the best,Positive
4296,memu your name,Positive
4297,stop your blood gives sebam everyone knows your drama stop from the front like old people,Negative
4298,"people's poverty is not a problem. welfare medals should not be given before elections. he trampled ntr and became cm. can't he trample the people? are these necessary in the 16,000 crore deficit budget?",Negative
4299,excellent super cbn,Positive
4300,"how can swami trust you, babu?",Positive
4301,"he stole people's money and now he is giving biscuits to dogs. did the money that was not used to build the capital come to set up schemes? they set up schemes and share the percentage. tdp leaders are really the ones who give pension. after 5yrs, did cbn remember before the elections?",Negative
4302,he has no shame and you have no honor. why are you alive doing bhajan? why are you doing bhajan to a fox who has given you weeks four years ago and now you are doing bhajan to a fox who has seen a tiger? you media dogs.,Negative
4303,debt reduction did not happen 2 lights,Negative
4304,next also tdp i think,Positive
4305,"i believe you, babu",Positive
4306,no one is saying that annacanteen is a hit except mechanals,Positive
4307,don't be a big thief,Negative
4308,ycp key 120 to 135 mla grente tdp key deposit radu,Positive
4309,jagan navaratnala penance this 2000 kabin done by grace jagan 1st victory great jagan,Positive
4310,tdp 150,Positive
4311,"no matter how many tricks are used, it will be done",Positive
4312,fake news,Negative
4313,chandrababu doesn't have that much scene in ap 24,Positive
4314,election time lo bosiet lu vastada cbn ?? why he did not increase before ??,Negative
4315,upa govt 400 istei - dantalo vissar 200 'swallow' 200 but cabin is giving 2000 will you still comment what is justice?,Positive
4316,people know who raised their babu,Positive
4317,get to know app24channels and broadcast news auto tax drunk there app24channel call me i will tell you 9182329249,Negative
4318,"babu, we didn't get a job, now people don't believe what you did one month ago",Negative
4319,sir whate wonder,Positive
4320,how cbn garu how if u r not there and center won’t support only u can generate funds with your administrative skills other leaders who can’t even give salaries for employees in a deficit state talk all non sense we can totally forget about development and welfare schemes if they are there u r our only hope cbn sir we are with you,Negative
4321,bank 3years intrast poledu chandrababu garu for the first three years there was no interest in my bank.,Negative
4322,you are the god of ap people,Positive
4323,jai telugu desam jai chandra babu naidu,Positive
4324,tv9 abn two channel tdp channels,Positive
4325,"he is following 40 years of experience, he did not come to his own election, he did not make his own promises, the cabin knew that allah was following jagan.",Negative
4326,new elections drama by cbn,Positive
4327,it is biscuit only for election,Positive
4328,babu ninnu namum,Negative
